Census Track,Average Income,Neighborhood,Shape_Area,City,County,State,Country
987792,7439378,41,172,Houstonfort,79,Idaho,
248622,5260594,13,648,Bethtown,70,Florida,
28218,6047823,87,942,Lake Meganbury,84,Oklahoma,
74813,1719374,61,622,South Mary,18,Idaho,
984654,8204545,80,250,Castilloton,58,Idaho,
788079,6763635,33,473,Munozbury,36,New York,
226165,9850838,78,503,West Heatherview,47,Alaska,
941212,7536524,17,396,West Pamelashire,23,New Hampshire,
972235,8226553,44,897,Martinezmouth,89,Nebraska,
386677,2099089,58,692,Johnsonside,38,New York,
758040,8622697,15,937,Lisafurt,50,Washington,
243557,515825,26,543,Port Ann,20,Georgia,
798338,3974952,12,836,West Jonathanburgh,19,Oklahoma,
510533,4617852,33,444,Sydneymouth,58,Minnesota,
756597,3230297,59,396,West Biancaview,17,Michigan,
697727,9917544,73,570,Lake Scottfurt,38,Illinois,
349811,7723546,22,465,North Amyton,99,Alaska,
703603,4458835,14,775,Timothychester,7,Rhode Island,
575141,3497423,48,990,Port Amandatown,2,Colorado,
793371,6550935,32,489,Port Robertland,55,Maryland,
830343,2904558,50,436,Danielfurt,66,Montana,
266061,6961608,77,961,West Pam,4,New York,
982094,3989887,24,689,Port Dwayne,28,Idaho,
356723,8335976,38,283,Deniseland,88,Kansas,
851919,4671677,91,951,North Saraborough,21,Idaho,
559865,3665350,47,300,Lake Michelle,28,Mississippi,
171076,8491453,33,241,East Andrew,10,Rhode Island,
926984,3138365,95,282,Myersville,21,Virginia,
651819,5592249,55,664,Smithmouth,94,West Virginia,
708638,572393,66,246,Lake Davidville,5,Maryland,
829147,374625,98,544,Port Toni,93,Maryland,
174522,8226967,10,226,Port James,81,Wisconsin,
728054,7475374,19,740,Catherineshire,26,Kentucky,
116051,9042718,47,941,Juanhaven,54,Maryland,
264569,7116077,95,473,Gateshaven,70,New Mexico,
27929,5295467,92,572,Lake Andrew,64,South Dakota,
671467,4605227,54,656,West Jaredton,14,Alabama,
97664,1482580,10,262,Ericshire,93,California,
722347,9070010,37,999,Simmonsside,27,Montana,
819977,249883,32,280,Porterland,98,Vermont,
13020,9196191,24,979,East Melissa,10,Oregon,
108824,9250398,64,931,West Matthewport,36,Mississippi,
785689,1579150,32,784,Grayburgh,2,Wyoming,
454130,2152140,69,202,Robertport,2,Louisiana,
677279,5438825,52,369,Carlosberg,55,Texas,
222446,581089,44,631,West Richard,98,Idaho,
705480,4821287,16,575,New Joseph,33,Alabama,
299740,8960308,81,199,Port Kristamouth,51,Rhode Island,
884860,4465894,26,730,Glennmouth,48,Mississippi,
226983,2682703,33,927,Tammieside,1,Rhode Island,
81357,3277174,60,581,Contrerasberg,85,Ohio,
653214,1086399,54,377,Lake Linda,4,Rhode Island,
996081,6961309,38,881,Port Krystal,18,Pennsylvania,
401999,387067,78,885,Lyonsland,46,Delaware,
856013,9185511,34,375,Lake Kelseyfurt,71,Texas,
633221,2617963,13,132,New Camerontown,52,West Virginia,
379723,1772634,82,514,Crystalbury,93,Nevada,
54994,1114452,92,315,Grayborough,62,New Hampshire,
897989,9466151,23,120,Leeside,39,Iowa,
339357,1505097,33,171,Gonzalezton,21,Vermont,
949177,1041025,90,136,Fergusonville,27,New Mexico,
655677,8297820,15,111,Lake Tammychester,35,Delaware,
992202,590880,76,856,Brianfort,88,Vermont,
743876,7946567,29,343,South Jamie,74,New Jersey,
393582,2386908,67,276,Rogersside,4,Michigan,
859122,1481758,97,172,Port Dustinberg,2,Minnesota,
439082,4315093,83,124,New Jessica,9,New Hampshire,
497514,2453516,13,703,Meyerview,4,Oregon,
653311,2557071,43,723,Lake Nathan,35,Alaska,
228832,449806,25,747,Duartestad,75,Alaska,
130966,5938194,93,818,Stewartton,63,Missouri,
462625,6203121,74,896,New John,48,Maryland,
40623,8304877,59,941,Cooperport,56,Alaska,
994079,5011773,73,431,Fletcherbury,2,Oklahoma,
569531,249799,35,961,West Rachelville,44,North Dakota,
953252,9558269,99,563,East Wendy,21,Nevada,
978354,3993365,17,843,Longhaven,10,Nebraska,
646662,4779753,22,317,South Faithland,31,Arizona,
148331,2706780,37,833,Mcdanielton,12,Delaware,
813472,8720549,82,815,Wilsonbury,15,Vermont,
631241,3496257,30,418,New Madisonmouth,35,Nebraska,
813618,4933644,51,697,Dustinhaven,20,Vermont,
583580,8220184,48,391,Robertborough,35,Oregon,
648288,9345725,81,938,Hernandezland,55,Delaware,
304956,4610442,78,293,North Rebecca,59,Georgia,
431873,2812872,96,948,West Andrea,25,Virginia,
582326,3303006,62,173,South Veronica,17,Tennessee,
832199,8751038,99,433,Williamside,58,Indiana,
686463,85442,73,784,West David,89,North Carolina,
944450,1593678,90,854,Huertahaven,39,South Carolina,
1719,8163712,16,997,West Ryan,86,Montana,
907420,8384114,32,326,Wendyshire,9,Arizona,
322960,7472523,69,995,North Theodore,68,New Mexico,
656542,3817525,63,372,Port Patriciaborough,49,Massachusetts,
984330,2225066,32,522,East David,61,Nebraska,
312211,9004590,29,756,Ellisfort,73,Texas,
244168,9840844,18,821,West Matthewfort,58,Missouri,
393780,9823589,69,530,Solomonmouth,30,North Dakota,
470825,5092217,41,680,Port Tiffany,51,Delaware,
472797,7823342,44,882,West Jon,43,Mississippi,
806429,4558049,62,662,Gutierreztown,50,South Carolina,
508707,3537991,23,321,Davidhaven,71,Florida,
686052,8175154,16,594,East Ashley,17,New Hampshire,
787252,3713679,89,890,Shawnchester,39,West Virginia,
570484,5314376,90,738,Ryanbury,99,New York,
667261,1599678,44,668,East Dorothy,86,Illinois,
56334,6813698,39,490,Robinsonborough,19,Arizona,
593204,5000386,24,611,Lake Josephberg,1,Illinois,
389915,5343551,85,338,Philipton,15,North Carolina,
254749,7016244,17,359,New Josephfurt,71,New Jersey,
416219,792410,62,121,New Ruth,34,Nevada,
447308,9160408,76,292,Port Jenniferbury,39,Arkansas,
307934,5912568,98,217,Lake Josephshire,37,Nevada,
897995,4357062,79,670,West Victor,71,Ohio,
331326,6711875,37,998,Jesusburgh,66,New Mexico,
858185,4206516,24,316,South Anthony,66,Illinois,
349404,383879,99,722,Donaldborough,23,Nevada,
204194,2828152,56,831,South Tracyland,24,South Dakota,
661332,4986846,78,559,Port Amy,5,Nevada,
822748,267857,12,490,Colehaven,46,California,
700748,9027393,19,503,Aprilland,52,Wisconsin,
131994,6220894,76,319,Frederickland,22,North Dakota,
242189,2221388,34,932,North Shannon,7,Tennessee,
44645,9965099,76,400,Tinastad,98,North Carolina,
823841,9086778,30,839,Lake Alexanderbury,37,Indiana,
187228,3849152,88,954,West Connie,5,Nebraska,
810532,8482858,30,220,Larsenborough,74,Vermont,
223132,5840159,33,580,West Jessicafort,79,Utah,
485008,7228932,30,319,Lake Steve,4,Texas,
453554,2267251,35,241,Riverashire,18,Pennsylvania,
805850,1210574,38,707,Morseton,82,Indiana,
397950,6332387,22,992,West Shawn,23,North Dakota,
491844,1412702,40,765,Craigberg,82,Oklahoma,
677817,3261970,11,642,Christopherton,59,Arizona,
538632,4946855,30,561,Ashleyburgh,56,Delaware,
207582,4383204,82,889,West Daniel,94,Mississippi,
682571,8543198,79,381,Heidiburgh,13,Nebraska,
748869,7351132,96,291,Pierceland,35,Maine,
761327,2673487,49,369,Lake Samantha,71,Pennsylvania,
590878,4286214,47,491,Moyerfort,85,North Carolina,
290097,9737864,93,168,Port Scott,63,Pennsylvania,
387891,7110655,97,115,West Melissa,87,Arkansas,
562420,1434952,52,290,South Johnhaven,11,Minnesota,
902754,3171690,31,146,Ewingborough,5,Hawaii,
212780,3251730,40,243,New Joshua,34,New Mexico,
861944,579199,95,141,Terrancetown,53,Kansas,
553146,7691340,77,298,East Nancyside,8,Vermont,
806696,8046443,31,679,West Edward,59,Nebraska,
630430,1239329,32,225,Fowlerport,8,Massachusetts,
111394,446198,88,290,Deannaville,95,Mississippi,
13767,8843800,63,553,Matthewburgh,54,North Dakota,
526697,496835,12,681,New Linda,36,South Carolina,
325457,89669,25,384,Port Prestonchester,88,Montana,
22402,168011,12,463,North Helenport,69,South Dakota,
533260,288172,77,905,Ballland,67,Oregon,
880302,1966055,74,145,Reedfurt,47,Texas,
551371,6992964,58,111,Lake Johnport,32,Massachusetts,
811304,465126,68,602,Stricklandtown,37,Oregon,
913200,9935776,57,430,Lake Melvinbury,64,Ohio,
614547,7187750,21,499,Lake Rebecca,88,Vermont,
529225,8949576,78,660,Saraberg,60,Kansas,
733743,2071057,37,930,East John,55,California,
591918,9174294,13,199,Lake Rebekahville,65,Maine,
344429,464573,25,601,Allisonfort,68,California,
435238,5547896,55,124,Port Ashley,86,Hawaii,
70298,5545336,29,392,Katiechester,16,Montana,
192352,4230284,22,210,Port Lindashire,67,Arkansas,
363784,3822254,34,910,Stevensstad,84,Iowa,
624062,448542,47,754,Quinnmouth,54,Maryland,
32530,5317573,20,468,Williamsport,26,Nebraska,
303515,8546557,91,456,Zacharyton,88,Hawaii,
507810,4699928,51,299,Port Kimberly,12,Wyoming,
498484,2726630,10,796,Sarahbury,70,Maryland,
154247,939343,42,525,Lisaville,97,Mississippi,
355855,5499005,75,203,Amyborough,26,Wyoming,
325786,8028916,16,984,Wiseport,29,Nevada,
587764,2464466,99,967,West Brittanyview,2,California,
87031,8203502,78,270,Dianafort,56,New Mexico,
918873,7786429,11,845,Port Jennifer,2,Illinois,
295280,6086225,36,904,Paynefort,26,Vermont,
132125,4441668,59,185,West Robertshire,95,Georgia,
157775,4743895,36,197,West Timothyport,30,Colorado,
43699,5864356,16,273,South Christinemouth,93,New Jersey,
327939,5824112,42,123,Taylormouth,89,Arkansas,
547520,9126147,69,538,West Robin,32,Washington,
303626,9002677,62,216,North Trevor,47,Arkansas,
952706,921313,33,661,North Johnathan,17,Illinois,
267288,6101767,33,823,Kyleside,21,Nebraska,
683873,205705,71,937,South Victoriabury,24,Kentucky,
555821,5573690,10,590,New Amber,98,North Dakota,
725518,53131,17,657,New Katie,79,Hawaii,
194683,7337414,34,227,Harrisonstad,5,West Virginia,
193955,4883078,88,757,New Michaelhaven,11,Maine,
415730,497932,49,749,South Christopher,84,Idaho,
18017,4445543,17,544,East Robert,91,Nebraska,
423843,3172591,28,666,Richardsonfurt,81,Illinois,
259314,4883566,25,949,Kristaville,75,South Carolina,
733810,395831,30,624,Lake Adamville,11,California,
974486,1429834,62,522,Thomaschester,26,New Mexico,
913416,317038,76,763,Fergusonport,32,Wisconsin,
344919,4382400,22,466,North Melissamouth,57,Indiana,
641548,2192195,91,100,West Veronicamouth,26,Wyoming,
444264,5323477,76,443,Lake Mitchell,32,Iowa,
739340,2729960,10,141,East Brittney,55,New Hampshire,
117531,659511,86,835,North Dale,69,Nevada,
960030,7083077,60,353,East Sandra,30,Wyoming,
941218,9197631,59,254,Wilsonmouth,5,Maine,
210961,6363208,95,210,Ruizshire,0,South Carolina,
389833,4377282,98,954,Brownchester,88,Wyoming,
916481,7706390,42,182,Lake Ryanbury,78,Colorado,
511053,1135332,88,537,Brittanystad,50,Missouri,
869338,7516705,99,370,Ashleyview,33,Michigan,
890358,3387998,36,409,New Nicole,96,California,
503207,5818715,78,440,Sandersburgh,19,Arkansas,
756739,205855,79,531,Chungbury,26,Tennessee,
436458,8566649,38,696,Garciatown,83,Texas,
860699,8087695,44,499,Wuview,21,Mississippi,
513656,4135968,69,526,Richardmouth,8,New York,
120468,5435191,87,603,Jasonmouth,2,Arizona,
393146,7675435,58,883,Kevinview,21,Montana,
786036,1197267,27,708,North Anthony,38,Illinois,
540429,2834819,77,739,Port Thomas,72,Iowa,
805811,1063862,96,675,Smallfurt,56,Connecticut,
874369,4637200,40,619,West Kellyshire,30,Colorado,
9245,9487147,95,510,Gallegosfurt,65,Missouri,
399629,8046796,19,912,Zunigaville,46,Illinois,
705645,661199,81,666,Barrettchester,99,Georgia,
760492,9400411,97,193,Dawnhaven,72,Michigan,
911328,9965233,96,350,Millerbury,9,South Carolina,
961701,5977269,74,932,Smithport,76,Alabama,
131430,3412672,73,905,Ronaldbury,40,New Mexico,
484215,4063172,65,448,East Raymond,63,Washington,
656735,1648452,92,669,Ebonyville,86,Ohio,
35408,2252581,69,551,West Thomasside,29,Louisiana,
896609,7683868,22,850,Fosterport,16,Vermont,
162934,1265382,87,600,Lake Brandon,39,Georgia,
940616,6475189,72,488,Wilkersonbury,91,Minnesota,
611845,7882497,15,944,North Brandon,81,Kansas,
753995,9216846,99,830,Laurenbury,98,Oregon,
155420,8475994,42,292,Jennystad,50,Alaska,
413316,127131,93,222,Strongchester,49,North Carolina,
949008,5026922,45,508,Callahanstad,98,Florida,
640876,2992566,10,390,South Kathleen,58,Illinois,
907494,7818302,77,584,Port Nicoletown,50,Idaho,
645829,8900283,27,912,Port Brianstad,12,Montana,
227050,3972136,47,402,Scottmouth,88,Montana,
93027,3359399,60,522,Jamiestad,52,Texas,
220386,8468369,36,241,Allenland,16,Mississippi,
636095,2128116,52,577,Lake Frederickfurt,74,Massachusetts,
609746,2070073,38,915,Port Jacqueline,59,Louisiana,
574373,1264579,65,853,Berryport,59,Oregon,
444829,2905661,45,493,Huynhshire,67,Utah,
267762,2565932,52,830,West Lonnie,3,North Carolina,
903293,8540061,52,120,Davidside,5,Nebraska,
223624,3766723,70,924,Port Jamesfort,25,South Dakota,
457019,8628124,30,516,Millerhaven,38,Connecticut,
230400,4438309,86,147,Weaverbury,44,Iowa,
425807,4016204,20,232,Whitakerberg,16,Michigan,
990776,2420226,33,526,Haleview,74,Connecticut,
216369,6682114,32,677,Walkerview,56,Massachusetts,
702009,7613898,70,734,New Kendraview,26,Hawaii,
649073,7126989,50,535,Lake Danielberg,53,Oklahoma,
157991,9079966,10,492,Port Nataliefort,50,North Carolina,
181136,1516165,54,318,Joeland,13,Massachusetts,
692697,7236544,73,691,Rogersport,31,Vermont,
558171,642281,25,873,New James,25,Utah,
430077,3084964,93,877,West Christopher,81,New Mexico,
728434,6691247,89,146,Reillyside,52,Texas,
879120,1830898,46,952,East Madison,71,Nevada,
803651,9896283,27,679,New Edgartown,74,Tennessee,
488894,2460093,40,138,East Barbara,32,Indiana,
786816,1942776,82,550,East Miranda,30,Arkansas,
975729,7139544,59,549,Rebeccaville,72,Arkansas,
673140,9748315,63,826,Derrickton,84,Vermont,
847347,402172,56,628,Thomasfurt,85,Maryland,
896807,1299512,97,251,Luishaven,98,Nebraska,
281636,8059157,61,686,New Samanthaberg,19,Pennsylvania,
669173,3429556,43,387,Parkerhaven,75,Montana,
865760,5261605,78,989,Shannonland,38,New York,
479236,5137696,94,138,South Kelseytown,91,Alaska,
243550,8477802,35,521,Ruizfurt,87,Wisconsin,
440044,9851939,32,613,New Melissaberg,72,Pennsylvania,
293877,5161639,37,874,Carterchester,76,New Hampshire,
644965,1977772,88,368,Jenniferchester,65,Georgia,
945030,3784553,53,927,Danielsburgh,87,Kansas,
76294,8739680,97,660,West Thomasbury,68,Oregon,
453986,4913247,29,346,North Deniseton,81,Wyoming,
854716,229052,77,999,Kevinmouth,84,New York,
836704,5619580,71,229,Lisaland,15,Alabama,
46227,3799904,18,455,East Joshua,69,Ohio,
497438,3692476,28,723,Krystalville,36,Kansas,
506935,8039720,78,333,Port Donaldfort,49,Texas,
686711,6443631,90,957,North Thomas,2,Arizona,
421450,9521603,65,709,Heatherville,22,California,
19506,1948653,29,840,Jeanetteshire,63,Delaware,
245786,8790988,72,478,Susanberg,32,Georgia,
211884,271341,86,870,Arianashire,47,Hawaii,
526361,6388702,56,787,New Jamesside,45,Arkansas,
529221,1842121,44,758,Jeremyport,99,Arizona,
896637,9370215,97,425,Wheelerstad,57,Connecticut,
806706,5464207,66,599,Lake Jacobton,50,New Jersey,
284026,7784555,95,224,Whiteland,52,Tennessee,
497760,3595213,12,897,Port Robert,68,Rhode Island,
586164,7850717,59,431,New Ernest,92,Idaho,
138632,9995634,19,617,Benjaminborough,36,Maine,
326886,925292,23,697,South Keith,26,New Jersey,
525219,340976,28,685,New Christopher,78,Vermont,
574411,7460659,11,654,Wagnerville,43,Delaware,
99536,6956155,27,813,East Gabriel,68,Hawaii,
818029,6750726,47,319,Port Jacobshire,11,Delaware,
673740,2022775,55,255,Markfurt,85,New Mexico,
338970,540504,96,421,Elizabethbury,67,Montana,
489122,7909382,88,811,New Kim,31,South Carolina,
386965,8898922,78,918,Brownville,59,Virginia,
120402,4879338,65,313,East Joelton,30,North Carolina,
291608,1265112,43,551,Port Anthonymouth,30,South Dakota,
475384,1109998,30,399,Cortezstad,16,Arizona,
455514,8926997,98,563,South Bradleyborough,62,Delaware,
892364,2882277,61,580,North Jonathanborough,75,Virginia,
723067,9257833,63,938,West James,12,New Hampshire,
540228,4822764,24,523,East Peterfurt,96,Alaska,
16087,1845103,17,832,New Scott,19,Michigan,
733048,9457934,20,604,Davenportmouth,94,Idaho,
83143,9177289,43,332,East Jamesside,44,Mississippi,
53550,7336097,46,959,Lake Thomasfurt,74,Louisiana,
929166,3641377,19,661,South Aliciastad,83,Washington,
453275,4925004,53,582,West Michael,19,Nebraska,
231225,9725236,53,338,East Katelyn,58,Maine,
374931,1613380,49,497,Lake Gregory,3,Kentucky,
273679,983498,92,411,Mcgeeshire,37,Colorado,
446625,2196227,30,480,Angelicaside,15,New Jersey,
904521,2350516,55,527,Christinaberg,85,Hawaii,
53548,8631630,72,524,New Nathanielshire,80,North Carolina,
208579,9599235,42,512,Smithbury,30,New York,
38993,7872645,56,991,Jenkinsland,30,Connecticut,
324128,301566,65,624,Courtneyborough,11,Utah,
673510,5903220,56,409,New Kristaberg,78,Idaho,
29043,720782,30,767,Paulview,19,Iowa,
447337,8597642,38,766,Lake William,15,Missouri,
741408,2727656,90,694,Lake Wanda,81,Illinois,
389693,751199,63,873,Kimshire,34,Utah,
940133,6076412,95,670,Mathisfurt,53,Washington,
162576,1951395,70,132,Batesview,2,Idaho,
287997,59308,13,482,South Steven,26,Kentucky,
900424,8026046,28,465,South Shellytown,29,Florida,
931800,2612742,93,423,West Carlos,86,Massachusetts,
456618,1377092,91,918,Lake Raymondville,47,South Carolina,
502370,9968635,79,183,Lopezborough,64,Virginia,
295584,3712800,26,629,Houstonfurt,81,California,
935374,4319393,83,786,South Barry,26,Nebraska,
216662,2522816,38,904,East Josephchester,83,Minnesota,
49948,1450595,90,205,Longton,51,Indiana,
643609,1306233,44,844,Alexfort,35,Pennsylvania,
436526,8510226,51,124,Port Lisa,61,Louisiana,
921064,3497847,39,538,Annmouth,15,Missouri,
23370,4057087,86,223,Evanfort,58,Massachusetts,
41596,246721,13,861,South Michaelmouth,63,Alaska,
108775,90203,92,758,West Ricky,70,Maryland,
258693,4227626,24,200,North Lynn,84,Massachusetts,
277245,9283198,75,411,Martinton,67,Oregon,
237467,4630409,53,156,New Paul,80,Ohio,
57910,6538000,57,979,New Robinmouth,94,Delaware,
177439,9855887,30,929,Andrechester,14,Alabama,
468376,5373908,13,901,Richardsonmouth,84,Illinois,
149943,4398841,10,345,South Jackiefort,75,Montana,
735143,562587,37,521,New Robert,26,Oklahoma,
606599,1541887,72,893,Brentside,65,Georgia,
597037,1648106,20,100,Kevinside,36,Georgia,
299466,4862087,90,809,Ashleyshire,84,Wisconsin,
443251,603802,25,564,West Shelbystad,95,Maine,
458707,2060908,16,281,New Ashley,23,Arizona,
287750,6646394,21,863,Scottchester,44,Rhode Island,
578065,2399949,85,496,Careyside,82,South Carolina,
149820,4514965,42,737,North Julieville,88,Montana,
508219,4660779,49,610,East James,88,North Carolina,
225799,1297532,24,775,Davidland,39,South Dakota,
648990,6825008,25,905,Anthonyburgh,68,Washington,
807289,7072839,96,340,West Judith,69,Wisconsin,
217491,7813602,97,593,Port Ronaldberg,87,New York,
670826,3029025,43,394,Markland,69,Indiana,
574343,2883754,98,662,North Thomasborough,94,Georgia,
163722,7005166,24,334,West Allisonfurt,39,South Carolina,
281865,2982391,16,282,Lunashire,99,Tennessee,
485636,3788411,39,924,Taylorhaven,91,Connecticut,
184629,260046,62,699,New Markchester,2,Arkansas,
265753,6134981,91,540,West Dorothymouth,83,Florida,
2681,6967172,28,991,East Douglasfurt,77,Rhode Island,
955103,1789191,88,366,Taylorhaven,71,West Virginia,
97510,5163582,79,231,South Madison,15,Utah,
540201,3467124,36,221,Port William,34,Rhode Island,
